"wy_simple","volume_original","volume_prom_pronostico","catchment_code"
"1981",69.4084134840673,49.3097750410276,3820001
"1982",129.814272004845,67.1996609199092,3820001
"1983",268.72214401003,151.283547193304,3820001
"1984",450.140827924177,444.524581446863,3820001
"1985",90.7545600033876,93.9917145143908,3820001
"1986",116.364384004343,85.1193537498516,3820001
"1987",460.936480829306,936.62486760026,3820001
"1988",99.1019606152144,94.4501053353352,3820001
"1989",100.981406291909,118.488304221566,3820001
"1990",68.4945064764586,36.1361244960548,3820001
"1991",153.876304390521,73.0806033950227,3820001
"1992",204.681889285188,177.372399775011,3820001
"1993",115.833564686414,55.1680315835871,3820001
"1994",51.011424001904,53.9892837684349,3820001
"1995",32.5757067440731,26.6371572099596,3820001
"1996",18.2155153661971,47.073304649607,3820001
"1997",866.005696032325,1201.66920558622,3820001
"1998",123.175296004598,121.791669054608,3820001
"1999",60.8601600022716,54.443552441333,3820001
"2000",110.862432004138,117.332905627602,3820001
"2001",79.5096000029677,68.0528588860222,3820001
"2002",372.990528013923,378.841256602482,3820001
"2003",93.1564800034772,71.2850183520213,3820001
"2004",40.2736320015033,69.939533434636,3820001
"2005",108.863136004063,47.4756204540707,3820001
"2006",35.2070496013141,39.0543738292336,3820001
"2007",98.2800000036684,81.152072600865,3820001
"2008",56.153952002096,51.3208515358394,3820001
"2009",17.5330656006544,37.884780201925,3820001
"2010",19.6024320007317,54.9786486455033,3820001
"2011",25.8616800009653,60.1382760023906,3820001
"2012",17.6877216006602,35.7409802151082,3820001
"2013",14.6089686862596,41.4484882982013,3820001
"2014",15.5982107082745,27.2404364347363,3820001
"2015",93.7060682349931,108.142364947202,3820001
"2016",221.364319956733,137.708131103982,3820001
"2017",155.542729142152,111.554153870527,3820001
"2018",45.5635584017007,66.9329491280443,3820001
"2019",27.8982147543425,36.035362689807,3820001
"2020",128.032095752469,35.4465849616862,3820001
"1981",103.637663996728,95.590163581871,4320001
"1982",311.928191990153,166.068045333266,4320001
"1983",333.856511989461,341.603110848087,4320001
"1984",925.91423997077,719.669112473747,4320001
"1985",166.247423994752,253.174526091663,4320001
"1986",187.086239994094,212.834012469827,4320001
"1987",625.324960922785,608.639298727716,4320001
"1988",137.16863999567,111.062199858544,4320001
"1989",125.051039996052,146.313145378313,4320001
"1990",83.7336959973567,75.7929633303245,4320001
"1991",203.622335993572,176.48159085313,4320001
"1992",367.061759988412,426.623059585107,4320001
"1993",132.052895995831,290.326865401349,4320001
"1994",126.39023999601,162.156884219091,4320001
"1995",81.947807997413,73.4047488445814,4320001
"1996",56.3362559982214,86.4540670994356,4320001
"1997",1151.08127996366,1239.13541203015,4320001
"1998",158.68828799499,338.622234293592,4320001
"1999",132.659423995812,127.76672455197,4320001
"2000",138.042143995642,192.506050418085,4320001
"2001",141.555167995531,168.268839763252,4320001
"2002",700.323839977891,324.30302258007,4320001
"2003",209.730815993379,126.75774833103,4320001
"2004",87.1853759972477,113.685951582353,4320001
"2005",285.983999990972,130.245620833819,4320001
"2006",165.273695994782,115.247979820642,4320001
"2007",203.662943993571,172.460627487647,4320001
"2008",240.653375992403,144.001593162054,4320001
"2009",88.5159359972056,104.626611076223,4320001
"2010",48.5853119984662,81.2423054835203,4320001
"2011",48.937823998455,121.183421643269,4320001
"2012",57.8543039981736,93.8158304475741,4320001
"2013",59.7896639981125,67.8182870182327,4320001
"2014",43.6622399986217,77.5458506068232,4320001
"2015",175.761951553162,152.377994091772,4320001
"2016",374.198399988187,200.919947314623,4320001
"2017",133.196831995795,110.783817732608,4320001
"2018",80.0951327974715,91.4855490725455,4320001
"2019",59.6116799981181,66.672104673071,4320001
"2020",218.309188681963,70.2573667844135,4320001
"1981",70.850592009843,95.5487824964845,4703002
"1982",648.855488533674,866.663041344378,4703002
"1983",302.684046793025,300.311350078648,4703002
"1984",465.711387339481,1218.99459874031,4703002
"1985",89.8641068376384,98.0772867232841,4703002
"1986",270.563328037588,233.167806114882,4703002
"1987",779.405760108281,1081.95175076478,4703002
"1988",82.9405440115227,89.3082179618921,4703002
"1989",217.300320030189,180.942687172541,4703002
"1990",87.3486720121351,70.0989930366071,4703002
"1991",343.484928047719,222.204803858884,4703002
"1992",296.224128041153,342.169254917417,4703002
"1993",169.820064023592,206.993212696522,4703002
"1994",115.221312016007,98.4019445840542,4703002
"1995",65.6233920091168,100.184867966916,4703002
"1996",36.6137280050866,89.5082641566435,4703002
"1997",652.256064090616,806.872215193181,4703002
"1998",60.1309440083538,75.5048281997522,4703002
"1999",150.374880020891,90.24702522513,4703002
"2000",297.991872041399,162.04385724145,4703002
"2001",303.519744042167,203.16787256724,4703002
"2002",543.181248075462,381.690585521077,4703002
"2003",193.802976026924,141.871114887272,4703002
"2004",106.96579201486,102.104460901637,4703002
"2005",458.988768063766,209.825000846867,4703002
"2006",279.935136038891,160.789059199565,4703002
"2007",158.652000022041,164.237584748927,4703002
"2008",289.605024040234,231.816619294915,4703002
"2009",189.611712026342,146.05234014068,4703002
"2010",67.5120960093792,111.077360153644,4703002
"2011",106.077600014737,157.150479651325,4703002
"2012",58.7805120081662,76.8857949417146,4703002
"2013",81.6471360113429,112.929639428392,4703002
"2014",49.6514880068978,91.6081554232433,4703002
"2015",247.014144034317,113.877594485661,4703002
"2016",241.634016033569,152.199615158983,4703002
"2017",96.2749152133751,127.352861179202,4703002
"2018",78.1035264108506,91.3734806707808,4703002
"2019",24.6254688034211,72.5209011661027,4703002
"2020",218.382417123039,107.18685473627,4703002
"1981",468.944639898706,448.185234646669,5410002
"1982",1835.30815960357,3039.99828203064,5410002
"1983",1145.24063975262,1109.54321553636,5410002
"1984",1341.39455971025,1992.58158958775,5410002
"1985",665.003519856357,448.560244385031,5410002
"1986",1298.14271971959,934.563657691399,5410002
"1987",1805.48351961001,2194.80893807128,5410002
"1988",446.591231903534,481.055005383447,5410002
"1989",725.595839843268,760.581844826813,5410002
"1990",405.26697591246,426.020066046681,5410002
"1991",1044.84383977431,781.899702160742,5410002
"1992",874.877759811023,1009.8096875425,5410002
"1993",625.21631986495,624.284545502392,5410002
"1994",614.044799867364,515.126993555091,5410002
"1995",483.151391895637,559.491791396704,5410002
"1996",236.126879948996,423.960178887231,5410002
"1997",1390.87583969956,1660.5258953287,5410002
"1998",365.183423921119,392.269134528728,5410002
"1999",642.263039861268,496.900844252331,5410002
"2000",1127.37311975648,767.208508501761,5410002
"2001",920.272319801218,912.222485475472,5410002
"2002",1465.89695968336,1100.79645306905,5410002
"2003",669.772799855327,544.267489042445,5410002
"2004",489.144959894342,462.969103692094,5410002
"2005",1580.65343965857,1021.47054783424,5410002
"2006",1074.72959976785,846.14976328791,5410002
"2007",648.889919859837,688.335150111467,5410002
"2008",1071.7142397685,884.803031587105,5410002
"2009",739.929599840172,626.634984663927,5410002
"2010",274.342463940741,479.866059283599,5410002
"2011",433.362109189958,595.513999394248,5410002
"2012",444.311701972992,402.432161292111,5410002
"2013",452.191679902325,570.208864751111,5410002
"2014",407.835093756603,491.697384919983,5410002
"2015",722.735999843886,562.631927307298,5410002
"2016",767.551679834206,657.017099709583,5410002
"2017",402.682751913019,489.159035467347,5410002
"2018",337.194143927165,448.400726259585,5410002
"2019",237.942403148604,398.470512339636,5410002
"2020",770.887110394209,519.180273039763,5410002
"1981",1918.04464561271,2240.64449214202,5710001
"1982",6288.48514317015,6934.03922821537,5710001
"1983",3416.73984017007,3910.32931081509,5710001
"1984",3513.57120017489,4802.19642802666,5710001
"1985",2623.8988801306,1922.19584423501,5710001
"1986",3822.39040019026,3188.29579625916,5710001
"1987",3846.13205905674,5441.11485439947,5710001
"1988",2128.42944010594,2055.7830667124,5710001
"1989",2709.40896013486,2503.1091486867,5710001
"1990",1814.39870516562,1770.0373397287,5710001
"1991",3414.12192016993,2540.63741387816,5710001
"1992",3164.56473615751,3177.74091854522,5710001
"1993",2563.35365287485,2615.53052554335,5710001
"1994",2657.02464013225,2324.76388955382,5710001
"1995",2294.61984011422,2301.71116354122,5710001
"1996",1084.916160054,1549.85132896519,5710001
"1997",4029.55776020057,3417.67374345885,5710001
"1998",1414.60128007041,1589.78253571928,5710001
"1999",1938.13344009647,1806.35960277841,5710001
"2000",3700.83168018421,2514.07872138116,5710001
"2001",3150.78336015683,3633.90491398014,5710001
"2002",4346.24772435427,3739.39577937994,5710001
"2003",2320.5139201155,1961.98813418056,5710001
"2004",1815.98112009039,1704.34698944878,5710001
"2005",4830.45120024043,3839.97714680704,5710001
"2006",2948.89888014678,3276.82335838996,5710001
"2007",1835.63171508084,2432.28809310654,5710001
"2008",3103.64352015448,2634.53258380032,5710001
"2009",2501.89344012453,2091.50648664285,5710001
"2010",1500.6643200747,1645.27843742192,5710001
"2011",1398.89376006963,1924.31672843597,5710001
"2012",1785.15360008886,1685.59210102685,5710001
"2013",1760.20992008761,1834.74100301313,5710001
"2014",1557.15175641754,1985.21864541135,5710001
"2015",2397.87747511602,2089.93808312926,5710001
"2016",2338.5801601164,2366.68340279808,5710001
"2017",1741.08960008666,1932.91926635419,5710001
"2018",1480.89600007371,1733.23091171139,5710001
"2019",1117.61147525563,1558.61825701211,5710001
"2020",2583.26263889088,1743.64098592541,5710001
"1981",81.0907200047827,75.8156060801877,5722002
"1982",381.35475512619,477.968090627029,5722002
"1983",183.1057920108,199.294366784077,5722002
"1984",237.617280014015,424.32017013096,5722002
"1985",80.653248004757,57.8063729533687,5722002
"1986",154.604332809119,130.533592615992,5722002
"1987",396.877536023408,415.528805519219,5722002
"1988",71.3914560042107,65.0636707748808,5722002
"1989",211.60569601248,138.855071669813,5722002
"1990",109.281312006445,66.2161547810153,5722002
"1991",220.345056012996,153.973184586078,5722002
"1992",170.331552010046,178.917378940906,5722002
"1993",100.280160005915,106.527784081714,5722002
"1994",93.6688320055245,87.8984770907216,5722002
"1995",69.1735680040797,99.6087729462911,5722002
"1996",28.1380608016596,59.0353638373184,5722002
"1997",262.318176015471,225.909271753484,5722002
"1998",34.2242363097108,48.5891495872081,5722002
"1999",97.4168640057457,76.1917293274603,5722002
"2000",186.85019521102,121.59586587842,5722002
"2001",148.658112008768,187.120491933367,5722002
"2002",288.877536017038,224.57531663093,5722002
"2003",75.8937600044762,69.1759434007912,5722002
"2004",85.5748800050472,70.8731720666833,5722002
"2005",234.238176013815,197.38173331368,5722002
"2006",127.50480000752,162.927171293339,5722002
"2007",76.4959680045117,122.332085717446,5722002
"2008",164.548800009705,169.816153143189,5722002
"2009",150.351552008868,100.906597132324,5722002
"2010",66.0864662107943,59.2738353037858,5722002
"2011",66.0623040038963,85.198082563725,5722002
"2012",60.6175776035752,67.5134090162363,5722002
"2013",59.3287646931543,70.0837320069417,5722002
"2014",59.2360527118901,83.7502930221738,5722002
"2015",111.216567146953,85.3029977687775,5722002
"2016",96.2772480056784,97.3807672780141,5722002
"2017",73.6499520043439,75.2405530325203,5722002
"2018",51.0515136030109,62.8578389817255,5722002
"2019",27.5782752016265,53.9754334388336,5722002
"2020",130.197338618374,66.1214838472753,5722002
"1981",959.133632244268,994.423176271646,6028001
"1982",2012.68716732937,1991.61384649852,6028001
"1983",1167.99856136179,1419.06625770952,6028001
"1984",1697.22021590756,1804.23830316153,6028001
"1985",888.805440079092,927.573426386973,6028001
"1986",1289.54852548769,1353.99106231975,6028001
"1987",1595.65248014199,1763.82288626116,6028001
"1988",998.498880088853,1006.38011563452,6028001
"1989",1130.83916847288,1197.00985676334,6028001
"1990",880.277760078333,728.416193322313,6028001
"1991",1148.63616010221,1177.8938347112,6028001
"1992",1557.80208013862,1488.65476918235,6028001
"1993",1394.32152318069,1241.83524794642,6028001
"1994",1218.08448010839,1216.03943169765,6028001
"1995",1563.11185669082,1333.32869238603,6028001
"1996",753.192000067025,740.652294886711,6028001
"1997",1717.42464015283,1599.42035180262,6028001
"1998",627.271776055819,495.251021840182,6028001
"1999",989.452800088047,917.19513702661,6028001
"2000",1578.83904014049,1121.39203844493,6028001
"2001",1355.59180812063,1515.81013595681,6028001
"2002",2026.1500139734,1577.87927724474,6028001
"2003",1042.53696009277,805.121416513469,6028001
"2004",933.41184008306,957.638219763238,6028001
"2005",1469.68992013078,1662.62312645772,6028001
"2006",1355.69376012064,1465.40233108029,6028001
"2007",850.47840007568,1062.57685850587,6028001
"2008",1339.07302147317,1135.76371604013,6028001
"2009",1044.6497041499,1018.56660653782,6028001
"2010",652.654487230491,771.378013032603,6028001
"2011",732.860253738916,1018.91870253652,6028001
"2012",988.089815984637,865.131799078561,6028001
"2013",747.747039836612,794.407874850531,6028001
"2014",879.215040078238,1063.98506860313,6028001
"2015",1186.50458907608,1087.52573408747,6028001
"2016",863.274240076818,961.135353865077,6028001
"2017",906.992640080711,1029.44444381429,6028001
"2018",705.101760062745,834.543478317254,6028001
"2019",444.323145639539,712.716586938678,6028001
"2020",1131.31190476992,1008.70182402997,6028001
"1981",777.462543883117,771.537827181656,7104002
"1982",2068.25184050522,2437.5653881804,7104002
"1983",1003.82889624521,1403.4487066444,7104002
"1984",1735.30944042389,2078.25944227137,7104002
"1985",716.65344017506,725.262354817535,7104002
"1986",1303.33839533307,1114.50743250181,7104002
"1987",1446.30144035329,1867.758335862,7104002
"1988",784.520640191638,829.761768215724,7104002
"1989",802.258560195971,1080.25837056919,7104002
"1990",811.969920198344,669.571117885404,7104002
"1991",1076.37984026293,1028.82864583191,7104002
"1992",1535.02560037497,1353.00301351204,7104002
"1993",1084.70016026496,1089.09301833604,7104002
"1994",1068.08544026091,1121.24784887785,7104002
"1995",1299.70656031749,1400.16617281451,7104002
"1996",520.732800127201,657.101611425252,7104002
"1997",2137.47552052213,1604.46551081231,7104002
"1998",456.37344011148,472.554204569137,7104002
"1999",1288.10106037459,783.768462523646,7104002
"2000",1702.63783229768,851.621291460683,7104002
"2001",1406.49696034357,1493.80481075792,7104002
"2002",2064.62157222697,1641.91971142232,7104002
"2003",841.752000205619,636.003493656375,7104002
"2004",1013.16960024749,789.023399910554,7104002
"2005",1689.29280041265,1505.91363176019,7104002
"2006",1392.37920034012,1336.92390434584,7104002
"2007",840.179520205234,992.016039202956,7104002
"2008",1209.17664029537,890.485069173151,7104002
"2009",1103.97093544209,897.877315845427,7104002
"2010",560.122560136824,695.538595522641,7104002
"2011",698.336640170586,976.39559574801,7104002
"2012",746.58240018237,690.613961747583,7104002
"2013",553.366080135173,661.877789471663,7104002
"2014",835.354944204055,979.03590401115,7104002
"2015",1051.36017546825,1045.62268543218,7104002
"2016",557.807040136258,778.111518819295,7104002
"2017",845.994240206655,882.946040070527,7104002
"2018",759.774067385594,733.092291741548,7104002
"2019",315.536860877077,671.127911433816,7104002
"2020",1060.54012926972,848.522018561825,7104002
"1981",3512.93047908375,4139.2160679551,7321002
"1982",7482.6815462339,7590.34857292165,7321002
"1983",4600.98366119379,5438.11723656835,7321002
"1984",7202.00981782306,6619.76455156427,7321002
"1985",4011.40874037782,2829.00414080537,7321002
"1986",4772.72390058612,5330.40853854146,7321002
"1987",5982.1003368421,6203.50948436062,7321002
"1988",4077.77343426976,4223.62687744271,7321002
"1989",3767.57846269633,4714.39982900541,7321002
"1990",3377.98967184699,2668.80047369206,7321002
"1991",4748.67496889085,4676.97338598867,7321002
"1992",6064.73315295421,5854.40541452703,7321002
"1993",4760.47172496998,5603.00027457727,7321002
"1994",4791.6686467797,5315.06292242355,7321002
"1995",5496.39434731109,6505.70675072984,7321002
"1996",2579.50474148138,2423.05430513722,7321002
"1997",7375.56254987818,5929.62083614366,7321002
"1998",1447.03247356188,1205.27241315287,7321002
"1999",5055.94281782661,3606.11310788688,7321002
"2000",6408.36542689847,4205.34991654228,7321002
"2001",5389.54963941768,6045.68793121013,7321002
"2002",8345.35670381328,6545.387882318,7321002
"2003",3280.3405920085,3059.61663626834,7321002
"2004",3808.04330729505,3545.34244521777,7321002
"2005",7098.96963128134,6613.29975873702,7321002
"2006",6724.41305550621,5802.15188147958,7321002
"2007",3394.54183172804,4528.55030510546,7321002
"2008",4165.05090510862,4444.59350927798,7321002
"2009",4837.87829819234,4270.8578675446,7321002
"2010",2862.74688463503,2872.56649638146,7321002
"2011",4124.07147825256,4880.5795325858,7321002
"2012",2745.39020522089,3139.50154784985,7321002
"2013",3359.59152835556,3483.88265976593,7321002
"2014",4001.20682974012,4757.59310838044,7321002
"2015",4243.45366974675,5075.63998984334,7321002
"2016",1943.74575838088,2543.11579807289,7321002
"2017",3718.64404231216,3776.31183146551,7321002
"2018",3943.59309760387,3272.36196996318,7321002
"2019",1957.98426095114,2815.67450713199,7321002
"2020",3743.03734181252,3855.67160374761,7321002
"2021",2133.89255047044,2551.25642336744,7321002
